unix,low,high,open,close,volume,date
1514764800.0,13676.0,13885.34,13863.14,13718.14,297.97842833,2018-01-01 00:00:00
1514765700.0,13640.77,13718.14,13718.13,13663.12,213.28930617,2018-01-01 00:15:00
1514766600.0,13640.0,13730.0,13663.12,13645.0,167.52066756,2018-01-01 00:30:00
1514767500.0,13536.13,13703.9,13645.0,13586.93,296.54847998,2018-01-01 00:45:00
1514768400.0,13520.99,13649.37,13588.0,13560.01,117.19055517,2018-01-01 01:00:00
1514769300.0,13559.58,13673.99,13560.01,13620.0,146.45520403,2018-01-01 01:15:00
1514770200.0,13407.55,13623.0,13620.0,13459.31,278.11028215,2018-01-01 01:30:00
1514771100.0,13332.11,13473.2,13459.31,13345.7,282.92735154,2018-01-01 01:45:00
1514772000.0,13331.18,13488.99,13345.71,13485.01,183.8186691,2018-01-01 02:00:00
1514772900.0,13370.0,13485.01,13485.01,13376.39,124.72295764,2018-01-01 02:15:00
1514773800.0,13320.01,13425.0,13370.03,13395.0,112.22284595,2018-01-01 02:30:00
1514774700.0,13380.0,13470.0,13395.0,13438.0,99.80505173,2018-01-01 02:45:00
1514775600.0,13402.11,13485.23,13438.0,13485.23,120.72226238,2018-01-01 03:00:00
1514776500.0,13485.23,13639.0,13485.23,13606.78,208.96666229,2018-01-01 03:15:00
1514777400.0,13551.5,13703.9,13606.78,13584.98,171.5730522,2018-01-01 03:30:00
1514778300.0,13400.57,13584.98,13584.97,13474.0,129.55351384,2018-01-01 03:45:00
1514779200.0,13361.01,13523.0,13474.0,13422.85,102.53483495,2018-01-01 04:00:00
1514780100.0,13420.03,13549.38,13422.84,13549.38,116.6972181,2018-01-01 04:15:00
1514781000.0,13517.74,13642.33,13549.37,13594.71,153.06965143,2018-01-01 04:30:00
1514781900.0,13594.71,13649.0,13594.72,13620.0,102.97133751,2018-01-01 04:45:00
1514782800.0,13476.58,13620.0,13620.0,13489.91,188.30909388,2018-01-01 05:00:00
1514783700.0,13481.07,13600.0,13489.91,13530.0,120.54094996,2018-01-01 05:15:00
1514784600.0,13462.71,13585.51,13530.0,13526.92,85.17728575,2018-01-01 05:30:00
1514785500.0,13481.99,13538.32,13526.92,13508.01,48.99465514,2018-01-01 05:45:00
1514786400.0,13400.0,13508.01,13508.01,13492.74,133.01205901,2018-01-01 06:00:00
1514787300.0,13460.85,13642.27,13492.74,13627.0,133.5141128,2018-01-01 06:15:00
1514788200.0,13602.53,13700.0,13627.01,13696.14,87.88433159,2018-01-01 06:30:00
1514789100.0,13696.09,13800.0,13696.09,13797.99,149.79352906,2018-01-01 06:45:00
1514790000.0,13790.02,13889.0,13798.0,13790.02,146.44768095,2018-01-01 07:00:00
1514790900.0,13710.0,13836.13,13790.03,13751.17,95.19906544,2018-01-01 07:15:00
1514791800.0,13663.16,13785.0,13751.18,13663.25,74.10244902,2018-01-01 07:30:00
1514792700.0,13580.01,13664.46,13663.25,13601.27,129.15695178,2018-01-01 07:45:00
1514793600.0,13543.09,13700.0,13601.29,13659.63,68.90928041,2018-01-01 08:00:00
1514794500.0,13590.0,13675.0,13653.14,13590.0,72.73119911,2018-01-01 08:15:00
1514795400.0,13453.26,13618.99,13590.01,13453.26,187.06926175,2018-01-01 08:30:00
1514796300.0,13432.0,13495.44,13453.27,13474.97,84.21029133,2018-01-01 08:45:00
1514797200.0,13459.98,13536.52,13474.97,13535.53,42.26494965,2018-01-01 09:00:00
1514798100.0,13535.54,13585.0,13535.54,13535.84,36.27854046,2018-01-01 09:15:00
1514799000.0,13504.99,13575.1,13535.84,13575.09,23.58401051,2018-01-01 09:30:00
1514799900.0,13537.82,13650.0,13575.09,13596.95,35.92968113,2018-01-01 09:45:00
1514800800.0,13505.24,13600.01,13596.95,13524.64,27.74027459,2018-01-01 10:00:00
1514801700.0,13490.0,13545.01,13524.63,13540.0,27.13686956,2018-01-01 10:15:00
1514802600.0,13479.04,13575.0,13540.0,13565.98,27.65842874,2018-01-01 10:30:00
1514803500.0,13536.01,13576.5,13565.98,13576.48,35.26607416,2018-01-01 10:45:00
1514804400.0,13237.0,13576.48,13576.47,13286.34,220.20241469,2018-01-01 11:00:00
1514805300.0,13224.06,13290.52,13286.49,13224.06,83.8990366,2018-01-01 11:15:00
1514806200.0,13188.0,13316.18,13225.01,13250.01,92.9144277,2018-01-01 11:30:00
1514807100.0,13236.45,13280.0,13250.01,13279.99,48.07424555,2018-01-01 11:45:00
1514808000.0,13280.0,13339.99,13280.0,13303.14,72.40932953,2018-01-01 12:00:00
1514808900.0,13216.0,13303.15,13303.15,13257.0,64.11104053,2018-01-01 12:15:00
1514809800.0,13200.0,13300.0,13257.01,13295.25,85.37752343,2018-01-01 12:30:00
1514810700.0,13190.0,13300.0,13295.25,13234.45,37.23307921,2018-01-01 12:45:00
1514811600.0,13054.43,13262.39,13234.45,13165.0,246.89729079,2018-01-01 13:00:00
1514812500.0,13132.71,13230.83,13164.99,13161.11,70.10697848,2018-01-01 13:15:00
1514813400.0,13125.0,13228.48,13161.11,13228.44,49.53423663,2018-01-01 13:30:00
1514814300.0,13056.0,13228.45,13228.44,13115.95,170.85300911,2018-01-01 13:45:00
1514815200.0,12955.0,13190.8,13115.95,13019.98,331.57820479,2018-01-01 14:00:00
1514816100.0,12952.58,13065.26,13019.97,13062.54,156.95518701,2018-01-01 14:15:00
1514817000.0,12952.5,13120.0,13062.54,13120.0,176.50078888,2018-01-01 14:30:00
